service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date,service_name
34-6013,0,0,1,0,0,0,0,20260311,20260701,2025-11-05 → 2026-07-01 (29 mer)
34-6016,1,1,0,1,1,1,0,20260309,20260703,"2025-11-03 → 2026-07-03 (27 lun, 28 mar, 28 jeu, 28 ven, 25 sam)"
34-6038,0,0,1,0,0,0,0,20260311,20260701,2025-11-19 → 2026-07-01 (27 mer)
34-6047,1,1,1,1,1,0,0,20260309,20260703,"2026-01-05 → 07-03 (20 lun, 22 mar, 22 mer, 21 jeu, 21 ven)"
34-6052,0,0,1,0,0,1,0,20260311,20260701,"2025-11-19 → 2026-07-01 (27 mer, 23 sam)"
34-6065,1,1,1,1,1,0,0,20260309,20260703,"2025-11-28 → 2026-07-03 (23 lun, 25 mar, 25 mer, 24 jeu, 25 ven)"
34-6068,1,1,0,1,1,0,0,20260309,20260703,"2025-11-28 → 2026-07-03 (23 lun, 25 mar, 24 jeu, 25 ven)"
34-6069,1,1,1,1,0,1,0,20260309,20260702,"2025-11-29 → 2026-07-02 (23 lun, 25 mar, 25 mer, 24 jeu, 22 sam)"
34-6070,0,0,1,0,0,1,0,20260311,20260701,"2025-11-29 → 2026-07-01 (25 mer, 22 sam)"
34-6071,0,0,0,0,0,1,0,20260314,20260627,2025-11-29 → 2026-06-27 (22 sam)
34-6074,0,0,0,0,1,0,0,20260313,20260703,2025-11-28 → 2026-07-03 (25 ven)
34-6082,0,0,1,0,0,0,0,20260311,20260701,2026-01-07 → 07-01 (22 mer)
34-6084,1,1,0,1,1,0,0,20260309,20260703,"2026-01-05 → 07-03 (20 lun, 22 mar, 21 jeu, 21 ven)"
34-6085,1,1,0,1,1,0,0,20260302,20260731,"2025-12-22 → 2026-07-31 (30 lun, 32 mar, 29 jeu, 30 ven)"
34-6086,0,0,0,0,0,0,0,20260304,20260429,2025-12-24 → 2026-04-29 (6 mer)
34-6149,1,1,1,1,1,0,0,20260309,20260731,"2025-09-01 → 2026-07-31 (38 lun, 39 mar, 40 mer, 39 jeu, 39 ven)"
34-6150,1,1,1,1,1,1,0,20260302,20260731,"2025-08-01 → 2026-07-31 (50 lun, 51 mar, 52 mer, 49 jeu, 50 ven, 51 sam)"
34-6151,0,0,0,0,0,1,0,20260302,20260502,"2025-08-01 → 2026-05-02 (12 lun, 12 mar, 12 mer, 10 jeu, 11 ven, 16 sam)"
34-6152,1,1,1,1,1,1,0,20260309,20260731,"2025-09-01 → 2026-07-31 (38 lun, 39 mar, 40 mer, 39 jeu, 39 ven, 35 sam)"
34-6153,0,0,0,0,0,0,0,20260302,20260430,"2025-08-01 → 2026-04-30 (12 lun, 12 mar, 12 mer, 10 jeu, 11 ven)"
34-6154,1,1,1,1,1,0,0,20260302,20260731,"2025-08-01 → 2026-07-31 (50 lun, 51 mar, 52 mer, 49 jeu, 50 ven)"
34-6155,1,1,1,1,0,1,0,20260302,20260730,"2025-08-02 → 2026-07-30 (50 lun, 51 mar, 52 mer, 49 jeu, 51 sam)"
34-6156,0,0,1,0,0,1,0,20260311,20260729,"2025-09-03 → 2026-07-29 (40 mer, 35 sam)"
34-6157,0,0,1,0,0,1,0,20260304,20260729,"2025-08-02 → 2026-07-29 (52 mer, 51 sam)"
34-6159,0,0,0,0,0,1,0,20260307,20260725,2025-08-02 → 2026-07-25 (51 sam)
34-6160,0,0,0,0,0,1,0,20260314,20260725,2025-09-06 → 2026-07-25 (35 sam)
34-6161,0,0,0,0,0,0,0,20260302,20260430,"2025-08-01 → 2026-04-30 (12 lun, 12 mar, 10 jeu, 11 ven)"
34-6162,0,0,0,0,1,0,0,20260306,20260731,2025-08-01 → 2026-07-31 (50 ven)
34-6163,0,0,0,0,0,0,1,20260301,20260726,"2025-08-03 → 2026-07-26 (2 lun, mar, 3 jeu, 3 ven, sam, 52 dim)"
34-6164,0,0,0,0,1,0,0,20260313,20260703,"2025-08-01 → 2026-07-03 (lun, mer, 40 ven)"
34-6165,1,1,1,1,1,1,0,20260302,20260731,"2025-08-01 → 2026-07-31 (52 lun, 52 mar, 52 mer, 52 jeu, 52 ven, 52 sam)"
34-6166,0,0,1,0,0,0,0,20260311,20260729,2025-09-03 → 2026-07-29 (40 mer)
34-6167,0,0,0,0,0,0,1,20260301,20260726,2025-08-03 → 2026-07-26 (52 dim)
34-6168,0,0,0,0,0,1,0,20260303,20260502,"2025-08-02 → 2026-05-02 (12 mar, 10 jeu, 16 sam)"
34-6169,0,0,0,0,0,0,0,20260303,20260430,"2025-08-05 → 2026-04-30 (12 mar, 10 jeu)"
34-6170,0,1,0,1,0,0,0,20260303,20260730,"2025-08-05 → 2026-07-30 (51 mar, 49 jeu)"
34-6171,0,1,0,1,0,1,0,20260303,20260730,"2025-08-02 → 2026-07-30 (51 mar, 49 jeu, 51 sam)"
34-6172,1,1,0,1,1,1,0,20260309,20260731,"2025-09-01 → 2026-07-31 (38 lun, 39 mar, 39 jeu, 39 ven, 35 sam)"
34-6173,0,0,1,0,1,1,0,20260304,20260731,"2025-08-01 → 2026-07-31 (52 mer, 50 ven, 51 sam)"
34-6175,0,0,0,0,0,1,0,20260307,20260502,2025-08-02 → 2026-05-02 (16 sam)
34-6176,0,0,1,0,0,0,0,20260304,20260729,2025-08-06 → 2026-07-29 (52 mer)
34-6178,1,1,0,1,0,1,0,20260309,20260730,"2025-09-01 → 2026-07-30 (38 lun, 39 mar, 39 jeu, 35 sam)"
34-6184,0,0,1,0,1,0,0,20260311,20260731,"2025-09-03 → 2026-07-31 (40 mer, 39 ven)"
34-6185,1,0,1,0,0,0,0,20260302,20260729,"2025-08-04 → 2026-07-29 (50 lun, 52 mer)"
